iter	MAE
1668	60163.71836
1669	60157.82089
1670	60151.0816
1671	60140.91184
1672	60131.70106
1673	60126.45309
1674	60119.52501
1675	60116.75039
1676	60113.68246
1677	60112.65174
1678	60096.49105
1679	60090.37784
1680	60085.25737
1681	60082.8751
1682	60080.68849
1683	60080.10574
1684	60075.98559
1685	60074.67815
1686	60071.87955
1687	60066.54839
1688	60065.63278
1689	60061.09969
1690	60058.65235
1691	60050.73951
1692	60028.12535
1693	60027.90407
1694	60027.18018
1695	60025.68877
1696	60018.7115
1697	60006.14361
1698	59992.5085
1699	59984.87886
1700	59980.13448
1701	59974.77335
1702	59973.07685
1703	59972.52499
1704	59971.36039
1705	59969.23985
1706	59968.79553
1707	59965.09346
1708	59963.22364
1709	59959.90233
1710	59955.27283
1711	59949.02965
1712	59941.30931
1713	59940.74258
1714	59935.28574
1715	59934.60588
1716	59930.94646
1717	59917.71247
1718	59915.05016
1719	59911.83896
1720	59909.69907
1721	59894.07111
1722	59893.89529
1723	59891.01864
1724	59888.96177
1725	59886.67583
1726	59885.91246
1727	59879.28793
1728	59877.73588
1729	59856.28821
1730	59854.26752
1731	59852.33929
1732	59850.44923
1733	59848.78634
1734	59845.79235
1735	59813.4656
1736	59811.41226
1737	59806.3848
1738	59803.60864
1739	59803.18401
1740	59782.85949
1741	59780.7367
1742	59777.97153
1743	59774.66798
1744	59768.56467
1745	59762.98842
1746	59760.26164
1747	59757.80079
1748	59756.60529
1749	59756.29944
1750	59752.19523
1751	59747.9293
1752	59743.62651
1753	59741.01854
1754	59739.87966
1755	59737.51564
1756	59732.27234
1757	59729.33475
1758	59721.6259
1759	59721.11327
1760	59720.56216
1761	59719.66339
1762	59716.69919
1763	59712.04898
1764	59702.06343
1765	59702.02322
1766	59700.31643
1767	59694.49991
1768	59680.12794
1769	59671.50064
1770	59659.29006
1771	59655.69077
1772	59654.41792
1773	59649.68876
1774	59629.58554
1775	59600.54276
1776	59598.85227
1777	59596.38783
1778	59591.35324
1779	59587.76876
1780	59586.12621
1781	59584.49849
1782	59583.7318
1783	59579.94325
1784	59579.06281
1785	59576.18147
1786	59575.35213
1787	59550.44741
1788	59534.2463
1789	59532.99964
1790	59530.1268
1791	59526.50843
1792	59525.7048
1793	59521.04734
1794	59507.4617
1795	59507.07276
1796	59505.55306
1797	59503.25591
1798	59495.52842
1799	59495.40995
